,location,bath,price,bhk,area_sqft
3588,Kodichikkanahalli,1,18.0,1,450.0
3589,Kodichikkanahalli,2,38.5,2,907.0
3590,Kodichikkanahalli,2,57.0,2,1181.0
3591,Kodichikkanahalli,2,42.0,2,900.0
3592,Kodichikkanahalli,3,66.0,3,1400.0
3593,Kodichikkanahalli,2,50.0,2,976.0
3594,Kodichikkanahalli,4,125.0,5,2700.0
3595,Kodichikkanahalli,2,58.0,2,1299.0
3596,Kodigehaali,2,55.0,2,1166.0
3597,Kodigehaali,3,65.0,3,1320.0
3598,Kodigehaali,2,56.0,2,1117.0
3599,Kodigehaali,2,55.0,2,1200.0
3600,Kodigehaali,2,60.0,2,1200.0
3601,Kodigehaali,3,177.0,3,2120.0
3602,Kodigehaali,2,51.0,2,1013.0
3603,Kodigehaali,3,65.0,3,1324.0
3604,Kodigehaali,2,38.0,2,965.0
3605,Kodigehaali,2,32.0,2,866.0
3606,Kodigehaali,3,80.0,3,1442.0
3607,Kodigehalli,2,98.0,2,1270.0
3608,Kodigehalli,2,48.0,2,1200.0
3609,Kodigehalli,1,53.0,1,655.0
3610,Kodigehalli,3,150.0,3,1820.0
3611,Kodigehalli,1,28.0,2,635.0
3612,Kodigehalli,4,156.0,3,1200.0
3613,Kodihalli,5,335.0,4,3252.0
3614,Kodihalli,4,270.0,3,2700.0
3615,Kodihalli,4,260.0,3,2392.0
3616,Kodihalli,4,260.0,3,2408.0
3617,Kodihalli,4,260.0,3,2500.0
3618,Kodihalli,3,130.0,3,1620.0
3619,Kodihalli,5,388.0,4,3260.0
3620,Kodihalli,5,335.0,4,3197.0
3621,Kodihalli,2,150.0,2,1490.0
3622,Kogilu,3,88.0,3,1909.0
3623,Kogilu,2,51.99,2,1170.0
3624,Kogilu,2,28.0,2,650.0
3625,Kogilu,2,50.66,2,1140.0
3626,Kogilu,2,53.33,2,1200.0
3627,Kogilu,3,150.0,3,1934.0
3628,Kogilu,1,36.0,1,540.0
3629,Kogilu,3,127.0,3,1559.0
3630,Kogilu,2,50.66,2,1190.0
3631,Kogilu,2,50.66,2,1140.0
3632,Kogilu,3,120.0,3,1559.0
3633,Kogilu,1,30.84,1,700.0
3634,Kogilu,2,55.55,2,1250.0
3635,Kogilu,2,53.33,2,1200.0
3636,Kogilu,2,49.0,2,952.0
3637,Kogilu,1,30.84,1,700.0
3638,Kogilu,2,55.55,2,1250.0
3639,Kogilu,7,85.0,7,2456.0
3640,Kogilu,2,50.66,2,1140.0
3641,Kogilu,2,50.66,2,1140.0
3642,Konanakunte,3,223.0,3,2791.0
3643,Konanakunte,1,58.0,2,884.0
3644,Konanakunte,4,125.0,4,1200.0
3645,Konanakunte,2,130.0,4,1200.0
3646,Konanakunte,2,180.0,3,2400.0
3647,Konanakunte,2,85.0,3,1423.0
3648,Koramangala,2,165.0,2,1320.0
3649,Koramangala,2,102.0,2,1253.0
3650,Koramangala,3,160.0,3,1580.0
3651,Koramangala,5,425.0,4,3500.0
3652,Koramangala,1,110.0,2,1005.0
3653,Koramangala,4,275.0,3,2292.0
3654,Koramangala,2,100.0,2,1290.0
3655,Koramangala,2,110.0,2,1300.0
3656,Koramangala,2,119.0,2,1325.0
3657,Koramangala,2,75.2,2,1140.0
3658,Koramangala,2,100.0,2,1260.0
3659,Koramangala,3,210.0,3,1975.0
3660,Koramangala,2,200.0,2,1900.0
3661,Koramangala,3,286.0,3,2292.0
3662,Koramangala,3,290.0,3,2300.0
3663,Koramangala,2,150.0,2,1320.0
3664,Koramangala,2,110.0,2,1320.0
3665,Koramangala,4,775.0,4,5985.0
3666,Koramangala,3,300.0,3,2246.0
3667,Koramangala,2,100.0,2,1083.0
3668,Koramangala,3,200.0,3,1744.0
3669,Koramangala,2,128.0,2,1180.0
3670,Koramangala,2,160.0,2,1320.0
3671,Koramangala,2,125.0,2,1370.0
3672,Koramangala,2,85.0,2,1100.0
3673,Koramangala,2,165.0,2,1249.0
3674,Koramangala,2,100.0,2,1200.0
3675,Koramangala,3,300.0,3,2223.0
3676,Koramangala,4,210.0,3,1744.0
3677,Koramangala,4,245.0,3,1866.0
3678,Koramangala,2,160.0,2,1320.0
3679,Koramangala,2,103.0,2,1350.0
3680,Koramangala,4,625.0,4,6000.0
3681,Koramangala,2,160.0,2,1320.0
3682,Koramangala,3,210.0,3,1710.0
3683,Koramangala,2,95.0,2,1355.0
3684,Koramangala,3,170.0,3,1600.0
3685,Koramangala,2,100.0,2,1260.0
3686,Kothannur,2,48.23,2,1206.0
3687,Kothannur,2,40.0,2,1100.0
3688,Kothannur,2,47.88,2,1197.0
3689,Kothannur,2,47.8,2,1197.0
3690,Kothannur,2,42.79,2,1070.0
3691,Kothannur,2,38.6,2,1070.0
3692,Kothannur,2,59.4,3,1485.0
3693,Kothannur,2,48.6,3,1215.0
3694,Kothannur,2,56.15,3,1404.0
3695,Kothanur,2,51.0,2,1200.0
3696,Kothanur,2,150.0,3,2400.0
3697,Kothanur,3,110.0,3,1828.0
3698,Kothanur,2,58.0,2,1186.0
3699,Kothanur,3,105.0,3,1847.0
3700,Kothanur,5,550.0,5,9600.0
3701,Kothanur,3,70.0,3,1435.0
3702,Kothanur,2,58.0,2,1187.0
3703,Kothanur,3,110.0,3,1847.0
3704,Kothanur,3,71.0,3,1460.0
3705,Kothanur,2,59.0,2,1185.0
3706,Kothanur,3,70.0,3,1436.0
3707,Kothanur,3,71.0,3,1462.0
3708,Kothanur,3,105.0,3,1790.0
3709,Kothanur,2,45.5,2,1070.0
3710,Kothanur,2,56.0,2,1145.0
3711,Kothanur,5,230.0,4,3401.0
3712,Kothanur,2,69.0,2,1455.0
3713,Kothanur,1,30.0,1,627.0
3714,Kothanur,2,68.5,2,1302.0
3715,Kothanur,3,111.0,3,1760.0
3716,Kothanur,2,58.0,2,1185.0
3717,Kothanur,1,75.0,1,1500.0
3718,Kothanur,2,53.0,2,1075.0
3719,Kothanur,3,97.0,3,1790.0
3720,Kothanur,4,175.0,4,2700.0
3721,Kothanur,2,106.0,3,1786.0
3722,Kothanur,3,107.0,3,1787.0
3723,Kothanur,2,54.0,2,1141.0
3724,Kothanur,3,110.0,3,1760.0
3725,Kothanur,2,57.0,2,1160.0
3726,Kothanur,2,55.0,2,1095.0
3727,Kothanur,2,56.0,2,1142.0
3728,Kothanur,2,54.0,2,1074.0
3729,Kothanur,2,60.0,2,1285.0
3730,Kothanur,2,53.0,2,1075.0
3731,Kothanur,2,56.0,2,1140.0
3732,Kothanur,2,70.0,2,1400.0
3733,Kothanur,2,56.0,2,1140.0
3734,Kothanur,3,120.0,3,1787.0
3735,Kothanur,2,59.0,2,1185.0
3736,Kothanur,3,105.0,3,1790.0
3737,Kothanur,2,55.0,2,1130.0
3738,Kothanur,2,54.0,2,1094.0
3739,Kothanur,3,80.0,3,1170.0
3740,Kothanur,2,65.0,2,1400.0
3741,Kothanur,2,59.0,2,1195.0
3742,Kothanur,3,120.0,3,1790.0
3743,Kothanur,3,71.5,3,1454.0
3744,Kudlu,2,53.5,2,1152.0
3745,Kudlu,2,43.0,2,1027.0
3746,Kudlu,2,44.0,2,1092.0
3747,Kudlu,2,43.0,2,1027.0
3748,Kudlu,2,44.0,2,1092.0
3749,Kudlu,2,55.0,2,1143.0
3750,Kudlu,2,44.0,2,1024.0
3751,Kudlu,3,79.0,3,1600.0
3752,Kudlu,2,42.0,2,1027.0
3753,Kudlu,2,50.0,2,1076.0
3754,Kudlu,2,44.0,2,1027.0
3755,Kudlu,2,53.0,2,1084.0
3756,Kudlu,2,56.0,2,1300.0
3757,Kudlu,2,44.0,2,1027.0
3758,Kudlu,2,60.0,3,1245.0
3759,Kudlu,2,44.0,2,1027.0
3760,Kudlu,2,46.0,2,1110.0
3761,Kudlu,3,114.0,4,2100.0
3762,Kudlu,2,44.0,2,1027.0
3763,Kudlu,1,33.0,1,720.0
3764,Kudlu,2,44.0,2,1027.0
3765,Kudlu,2,52.0,2,1162.0
3766,Kudlu,2,53.0,2,1041.0
3767,Kudlu Gate,3,83.0,3,1535.0
3768,Kudlu Gate,3,85.0,3,1535.0
3769,Kudlu Gate,3,86.0,3,1535.0
3770,Kudlu Gate,2,92.0,3,1564.0
3771,Kudlu Gate,2,55.0,2,1238.0
3772,Kudlu Gate,3,89.0,3,1335.0
3773,Kudlu Gate,1,52.0,1,703.0
3774,Kudlu Gate,3,86.0,3,1535.0
3775,Kudlu Gate,3,83.0,3,1532.0
3776,Kudlu Gate,2,50.0,2,1113.0
3777,Kudlu Gate,2,50.0,2,1185.0
3778,Kudlu Gate,2,45.0,2,1215.0
3779,Kudlu Gate,2,38.25,2,812.0
3780,Kudlu Gate,2,103.0,2,1547.0
3781,Kudlu Gate,2,86.0,2,1336.0
3782,Kudlu Gate,3,121.0,3,1919.0
3783,Kudlu Gate,3,56.0,2,1464.0
3784,Kudlu Gate,3,85.0,3,1535.0
3785,Kudlu Gate,3,120.0,3,1850.0
3786,Kudlu Gate,2,69.57,2,940.0
3787,Kudlu Gate,2,44.96,2,1215.0
3788,Kudlu Gate,2,75.0,2,1164.0
3789,Kudlu Gate,2,79.54,2,1183.0
3790,Kudlu Gate,3,110.0,3,1850.0
3791,Kudlu Gate,2,79.54,2,1183.0
3792,Kudlu Gate,2,44.4,2,1200.0
3793,Kudlu Gate,2,53.0,2,1310.0
3794,Kumaraswami Layout,4,139.0,4,2000.0
3795,Kumaraswami Layout,2,48.5,2,1000.0
3796,Kumaraswami Layout,2,58.0,2,1000.0
3797,Kumaraswami Layout,7,125.0,7,2400.0
3798,Kumaraswami Layout,2,125.0,3,2400.0
3799,Kumaraswami Layout,2,70.0,3,1310.0
3800,Kumaraswami Layout,1,78.0,1,850.0
3801,Kumaraswami Layout,7,150.0,7,3200.0
3802,Kumaraswami Layout,2,85.0,3,1310.0
3803,Kumaraswami Layout,3,110.0,4,2450.0
3804,Kumaraswami Layout,7,145.0,7,3100.0
3805,Kumaraswami Layout,3,75.0,3,1200.0
3806,Kumaraswami Layout,2,60.0,2,1081.0
3807,Kundalahalli,3,125.0,3,1724.0
3808,Kundalahalli,2,49.0,2,1030.0
3809,Kundalahalli,2,57.99,2,735.0
3810,Kundalahalli,2,82.0,2,1047.0
3811,Kundalahalli,3,105.0,3,1397.0
3812,Kundalahalli,3,127.0,3,1724.0
3813,Kundalahalli,2,49.27,2,1010.0
3814,Kundalahalli,3,110.0,3,1397.0
3815,Kundalahalli,3,104.0,3,1397.0
3816,Kundalahalli,3,108.0,3,1397.0
3817,Kundalahalli,3,150.0,3,1920.0
3818,Kundalahalli,3,105.0,3,1397.0
3819,Kundalahalli,3,124.0,3,1724.0
3820,Kundalahalli,2,84.0,2,1047.0
3821,Kundalahalli,2,83.0,2,1047.0
3822,Kundalahalli,4,550.0,4,7000.0
3823,Kundalahalli,2,53.76,2,1120.0
3824,Kundalahalli,2,82.62,2,1047.0
3825,Kundalahalli,2,91.0,2,1047.0
3826,Kundalahalli,3,146.0,3,1724.0
3827,Kundalahalli,3,170.0,3,1600.0
3828,Kundalahalli,3,125.0,3,1724.0
3829,Kundalahalli,2,48.27,2,1010.0
3830,Kundalahalli,2,89.0,2,1047.0
3831,Kundalahalli,5,245.0,4,2500.0
3832,Kundalahalli,3,105.0,3,1397.0
3833,Kundalahalli,2,72.0,2,1047.0
3834,Kundalahalli,2,58.0,2,1260.0
3835,Kundalahalli,4,230.0,4,3092.0
3836,Kundalahalli,2,70.0,2,1065.0
3837,Kundalahalli,3,146.0,3,1724.0
3838,Kundalahalli,2,91.0,2,1047.0
3839,Kundalahalli,3,128.0,3,1724.0
3840,Kundalahalli,2,74.0,2,1315.0
3841,Kundalahalli,3,150.0,3,2100.0
3842,Kundalahalli,3,125.0,3,1724.0
3843,Kundalahalli,3,140.0,3,1724.0
3844,Kundalahalli,2,65.0,2,1175.0
3845,LB Shastri Nagar,2,55.0,2,1043.0
3846,LB Shastri Nagar,2,69.0,2,1184.0
3847,LB Shastri Nagar,1,32.0,1,665.0
3848,LB Shastri Nagar,2,48.5,2,1250.0
3849,LB Shastri Nagar,2,80.0,3,1400.0
3850,LB Shastri Nagar,2,62.0,2,1184.0
3851,LB Shastri Nagar,2,47.0,2,1200.0
3852,LB Shastri Nagar,2,75.0,2,1200.0
3853,LB Shastri Nagar,2,49.5,2,1000.0
3854,Laggere,5,125.0,5,2800.0
3855,Laggere,3,130.0,3,1200.0
3856,Laggere,1,125.0,1,1200.0
3857,Laggere,2,75.0,2,1200.0
3858,Laggere,2,48.0,1,620.0
3859,Lakshminarayana Pura,2,75.0,2,1185.0
3860,Lakshminarayana Pura,2,108.0,3,1600.0
3861,Lakshminarayana Pura,2,75.0,2,1180.0
3862,Lakshminarayana Pura,2,82.0,2,1172.0
3863,Lakshminarayana Pura,2,75.0,2,1179.0
3864,Lakshminarayana Pura,2,75.0,2,1149.0
3865,Lakshminarayana Pura,2,100.0,2,1336.0
3866,Lakshminarayana Pura,2,75.0,2,1175.0
3867,Lakshminarayana Pura,2,75.0,2,1190.0
3868,Lakshminarayana Pura,2,75.0,2,1200.0
3869,Lakshminarayana Pura,2,75.0,2,1200.0
3870,Lakshminarayana Pura,2,75.0,2,1165.0
3871,Lakshminarayana Pura,2,75.0,2,1145.0
3872,Lakshminarayana Pura,3,104.0,3,1500.0
3873,Lakshminarayana Pura,2,75.0,2,1210.0
3874,Lakshminarayana Pura,2,75.0,2,1169.0
3875,Lakshminarayana Pura,2,75.0,2,1200.0
3876,Lakshminarayana Pura,2,75.0,2,1172.0
3877,Lakshminarayana Pura,2,75.0,2,1172.0
3878,Lakshminarayana Pura,2,75.0,2,1180.0
3879,Lakshminarayana Pura,2,83.0,2,1200.0
3880,Lakshminarayana Pura,2,80.0,2,1200.0
3881,Lakshminarayana Pura,2,75.0,2,1195.0
3882,Lakshminarayana Pura,2,80.0,2,1200.0
3883,Lingadheeranahalli,3,95.0,3,1521.0
3884,Lingadheeranahalli,3,95.0,3,1511.0
3885,Lingadheeranahalli,3,109.0,3,1683.0
3886,Lingadheeranahalli,3,93.0,3,1519.0
3887,Lingadheeranahalli,3,94.99,3,1521.0
3888,Lingadheeranahalli,3,120.0,3,1682.0
3889,Lingadheeranahalli,3,94.71,3,1521.0
3890,Lingadheeranahalli,3,130.0,3,1893.0
3891,Lingadheeranahalli,3,110.0,3,1705.0
3892,Lingadheeranahalli,4,154.0,4,2245.0
3893,Lingadheeranahalli,3,113.0,3,1682.0
3894,Lingadheeranahalli,3,114.0,3,1682.0
3895,Lingadheeranahalli,3,95.0,3,1506.0
3896,Lingadheeranahalli,3,110.0,3,1683.0
3897,Lingadheeranahalli,3,120.0,3,1684.0
3898,Lingadheeranahalli,4,153.0,4,2236.0
3899,Lingadheeranahalli,4,114.0,3,1894.0
3900,Lingadheeranahalli,4,160.0,4,2240.0
3901,Magadi Road,6,141.0,6,3600.0
3902,Magadi Road,2,50.0,2,1116.0
3903,Magadi Road,2,41.1,2,884.0
3904,Magadi Road,2,55.78,2,1005.0
3905,Magadi Road,2,46.5,2,1000.0
3906,Magadi Road,2,93.0,4,1500.0
3907,Magadi Road,2,55.0,2,1345.0
3908,Magadi Road,6,360.0,5,5000.0
3909,Magadi Road,2,51.89,2,1116.0
3910,Magadi Road,2,60.0,3,1052.0
3911,Magadi Road,2,50.0,2,940.0
3912,Magadi Road,2,68.0,3,1318.0
3913,Magadi Road,2,48.0,2,884.0
3914,Mahadevpura,2,52.0,2,1150.0
3915,Mahadevpura,2,52.0,2,1250.0
3916,Mahadevpura,2,57.6,2,1260.0
3917,Mahadevpura,1,35.0,1,730.0
3918,Mahadevpura,2,67.39,3,1434.0
3919,Mahadevpura,2,53.8,2,1146.0
3920,Mahadevpura,2,62.0,2,1532.0
3921,Mahadevpura,2,76.0,3,1620.0
3922,Mahadevpura,2,64.5,2,1136.0
3923,Mahadevpura,2,65.8,3,1400.0
3924,Mahadevpura,2,53.4,2,1137.0
3925,Mahadevpura,3,95.0,3,1601.0
3926,Mahadevpura,3,75.0,3,1450.0
3927,Mahadevpura,2,54.0,2,1152.0
3928,Mahadevpura,2,56.9,2,1212.0
3929,Mahadevpura,3,78.0,3,1505.0
3930,Mahadevpura,2,70.0,3,1500.0
3931,Mahadevpura,2,58.0,2,1236.0
3932,Mahadevpura,2,58.0,2,1236.0
3933,Mahadevpura,2,53.0,2,1120.0
3934,Mahalakshmi Layout,5,158.0,4,1575.0
3935,Mahalakshmi Layout,2,80.0,2,1105.0
3936,Mahalakshmi Layout,3,160.0,4,1200.0
3937,Mahalakshmi Layout,2,110.0,3,1200.0
3938,Mahalakshmi Layout,3,150.0,3,1876.0
3939,Mallasandra,3,95.0,3,1665.0
3940,Mallasandra,3,86.58,3,1665.0
3941,Mallasandra,2,61.0,2,1340.0
3942,Mallasandra,2,70.0,2,1325.0
3943,Mallasandra,3,86.91,3,1665.0
3944,Mallasandra,2,70.0,2,1325.0
3945,Mallasandra,2,40.0,2,905.0
3946,Mallasandra,2,65.0,2,1325.0
3947,Mallasandra,2,73.0,2,1325.0
3948,Mallasandra,2,69.0,2,1565.0
3949,Mallasandra,2,35.0,2,905.0
3950,Mallasandra,2,76.3,3,1100.0
3951,Malleshpalya,2,46.5,2,1140.0
3952,Malleshpalya,2,46.86,2,1225.0
3953,Malleshpalya,2,50.0,2,1052.0
3954,Malleshpalya,2,77.0,3,1405.0
3955,Malleshpalya,2,50.0,2,1065.0
3956,Malleshpalya,2,55.0,2,1210.0
3957,Malleshpalya,2,40.0,2,1060.0
3958,Malleshpalya,2,69.5,3,1430.0
3959,Malleshpalya,2,90.0,2,1421.0
3960,Malleshpalya,2,55.0,2,1245.0
3961,Malleshpalya,2,46.0,2,1200.0
3962,Malleshpalya,2,52.0,2,1225.0
3963,Malleshwaram,1,67.0,1,705.0
3964,Malleshwaram,7,2200.0,7,12000.0
3965,Malleshwaram,5,325.0,4,2500.0
3966,Malleshwaram,3,297.0,3,2006.0
3967,Malleshwaram,1,62.5,1,686.0
3968,Malleshwaram,4,332.0,3,2475.0
3969,Malleshwaram,3,399.0,3,2610.0
3970,Malleshwaram,4,320.0,3,2475.0
3971,Malleshwaram,2,95.0,2,900.0
3972,Malleshwaram,2,158.0,2,1420.0
3973,Malleshwaram,3,250.0,3,2000.0
3974,Malleshwaram,3,275.0,3,2215.0
3975,Malleshwaram,4,300.0,3,2475.0
3976,Malleshwaram,4,310.0,3,2215.0
3977,Malleshwaram,1,60.0,1,480.0
3978,Malleshwaram,2,120.0,2,1290.0
3979,Malleshwaram,4,326.0,3,2475.0
3980,Malleshwaram,3,337.0,3,2476.0
3981,Malleshwaram,2,90.0,2,900.0
3982,Malleshwaram,4,270.0,3,2050.0
3983,Malleshwaram,2,72.0,2,900.0
3984,Malleshwaram,1,86.8,1,620.0
3985,Malleshwaram,1,68.0,2,600.0
3986,Malleshwaram,4,337.0,3,2475.0
3987,Malleshwaram,3,275.0,3,2215.0
3988,Malleshwaram,3,330.0,3,2215.0
3989,Malleshwaram,2,80.0,2,1020.0
3990,Malleshwaram,1,90.0,2,600.0
3991,Malleshwaram,3,275.0,3,2200.0
3992,Malleshwaram,4,326.0,3,2475.0
3993,Malleshwaram,2,140.0,2,1500.0
3994,Malleshwaram,4,340.0,3,2475.0
3995,Malleshwaram,2,190.0,2,1400.0
3996,Malleshwaram,4,300.0,3,2475.0
3997,Malleshwaram,3,380.0,3,2400.0
3998,Malleshwaram,1,45.0,1,580.0
3999,Malleshwaram,2,125.0,2,1410.0
4000,Marathahalli,2,57.0,2,1220.0
4001,Marathahalli,2,52.0,2,1200.0
4002,Marathahalli,2,60.0,2,1200.0
4003,Marathahalli,3,140.0,3,1933.0
4004,Marathahalli,2,46.96,2,950.0
4005,Marathahalli,2,80.0,2,1230.0
4006,Marathahalli,4,250.0,4,3800.0
4007,Marathahalli,2,49.85,2,1019.0
4008,Marathahalli,2,67.0,2,1215.0
4009,Marathahalli,3,152.0,4,2181.0
4010,Marathahalli,2,53.0,2,1170.0
4011,Marathahalli,2,49.86,2,1019.0
4012,Marathahalli,2,71.55,2,1325.0
4013,Marathahalli,2,56.5,2,1220.0
4014,Marathahalli,2,56.0,2,1152.0
4015,Marathahalli,3,90.0,3,1610.0
4016,Marathahalli,2,70.0,2,1146.0
4017,Marathahalli,3,89.0,3,1469.0
4018,Marathahalli,5,185.0,4,2519.0
4019,Marathahalli,2,46.9,2,957.0
4020,Marathahalli,3,105.0,3,1583.0
4021,Marathahalli,5,190.0,4,2524.0
4022,Marathahalli,2,52.25,2,1071.0
4023,Marathahalli,2,58.86,2,1215.0
4024,Marathahalli,2,53.67,2,1102.0
4025,Marathahalli,3,123.0,3,1900.0
4026,Marathahalli,2,60.0,2,1045.0
4027,Marathahalli,2,58.86,2,1215.0
4028,Marathahalli,2,73.0,2,1365.0
4029,Marathahalli,2,70.0,2,1208.0
4030,Marathahalli,1,92.0,2,1325.0
4031,Marathahalli,3,90.0,3,1525.0
4032,Marathahalli,3,140.0,3,1937.0
4033,Marathahalli,3,83.0,3,1550.0
4034,Marathahalli,2,86.0,2,1350.0
4035,Marathahalli,2,47.0,2,957.0
4036,Marathahalli,2,57.0,2,1230.0
4037,Marathahalli,2,58.0,2,1200.0
4038,Marathahalli,1,35.0,1,607.0
4039,Marathahalli,3,109.0,3,1583.0
4040,Marathahalli,2,52.43,2,1075.0
4041,Marathahalli,2,103.0,2,1360.0
4042,Marathahalli,2,58.5,2,1220.0
4043,Marathahalli,2,45.68,2,950.0
4044,Marathahalli,1,44.0,1,615.0
4045,Marathahalli,3,90.0,3,1595.0
4046,Marathahalli,2,89.0,2,1350.0
4047,Marathahalli,2,57.0,2,1020.0
4048,Marathahalli,3,88.0,2,1600.0
4049,Marathahalli,1,55.0,1,780.0
4050,Marathahalli,3,100.0,3,1710.0
4051,Marathahalli,2,81.0,2,1358.0
4052,Marathahalli,2,75.0,2,1205.0
4053,Marathahalli,3,110.0,3,1730.0
4054,Marathahalli,3,115.0,3,1583.0
4055,Marathahalli,2,67.0,2,1200.0
4056,Marathahalli,2,60.0,2,1095.0
4057,Marathahalli,2,48.0,2,1060.0
4058,Marathahalli,2,65.0,2,1050.0
4059,Marathahalli,2,53.67,2,1102.0
4060,Marathahalli,2,49.95,2,1026.0
4061,Marathahalli,2,59.0,2,1220.0
4062,Marathahalli,2,48.06,2,881.0
4063,Marathahalli,3,100.0,3,1710.0
4064,Marathahalli,3,105.0,3,1680.0
4065,Marathahalli,3,119.0,3,1910.0
4066,Marathahalli,2,104.0,2,1602.0
4067,Marathahalli,1,38.0,1,700.0
4068,Marathahalli,3,89.0,3,1469.0
4069,Marathahalli,3,116.0,3,1690.0
4070,Marathahalli,2,55.0,2,1065.0
4071,Marathahalli,3,125.0,3,1693.0
4072,Marathahalli,3,125.0,3,1693.0
4073,Marathahalli,2,57.9,2,1196.0
4074,Marathahalli,3,88.0,3,1595.0
4075,Marathahalli,3,125.0,3,2122.0
4076,Marathahalli,3,115.0,3,1730.0
4077,Marathahalli,2,55.0,2,1125.0
4078,Marathahalli,3,115.0,3,1950.0
4079,Marathahalli,2,68.0,2,1250.0
4080,Marathahalli,2,56.8,2,1125.0
4081,Marathahalli,2,90.0,2,1350.0
4082,Marathahalli,2,53.0,2,1200.0
4083,Marathahalli,5,175.0,4,2500.0
4084,Marathahalli,2,47.0,2,957.0
4085,Marathahalli,2,60.0,2,1350.0
4086,Marathahalli,4,235.0,4,3400.0
4087,Marathahalli,2,99.0,2,1350.0
4088,Marathahalli,2,55.0,2,1285.0
4089,Marathahalli,5,181.0,4,2500.0
4090,Marathahalli,4,235.0,4,3800.0
4091,Marathahalli,4,230.0,4,3951.0
4092,Marathahalli,2,54.8,2,1125.0
4093,Marathahalli,3,126.0,3,1700.0
4094,Marathahalli,2,73.0,2,1270.0
4095,Marathahalli,2,46.7,2,950.0
4096,Marathahalli,3,85.0,3,1550.0
4097,Marathahalli,2,49.86,2,1019.0
4098,Marathahalli,2,65.0,2,1144.0
4099,Marathahalli,2,55.0,2,1240.0
4100,Marathahalli,2,75.0,1,1100.0
4101,Marathahalli,2,52.0,2,1156.0
4102,Marathahalli,5,180.0,4,2524.0
4103,Marathahalli,2,60.0,2,1135.0
4104,Marathahalli,3,130.0,3,1839.0
4105,Marathahalli,2,85.0,2,1170.0
4106,Marathahalli,2,53.67,2,1102.0
4107,Marathahalli,2,60.0,3,1108.0
4108,Marathahalli,3,110.0,3,1449.0
4109,Marathahalli,2,101.0,2,1360.0
4110,Marathahalli,2,50.18,2,1026.0
4111,Marathahalli,2,80.0,2,1270.0
4112,Marathahalli,2,50.0,2,1100.0
4113,Marathahalli,2,57.95,2,1196.0
4114,Marathahalli,2,90.0,3,1485.0
4115,Marathahalli,2,69.0,2,1146.0
4116,Margondanahalli,2,58.0,2,1090.0
4117,Margondanahalli,2,58.5,2,1200.0
4118,Margondanahalli,2,67.0,2,1200.0
4119,Margondanahalli,2,57.0,2,1000.0
4120,Margondanahalli,2,35.0,2,600.0
4121,Margondanahalli,2,69.0,2,1200.0
4122,Margondanahalli,2,49.0,2,900.0
4123,Margondanahalli,2,60.0,2,1140.0
4124,Margondanahalli,2,55.0,2,1100.0
4125,Margondanahalli,1,66.0,2,1152.0
4126,Margondanahalli,2,65.0,2,1200.0
4127,Margondanahalli,2,58.0,2,1050.0
4128,Margondanahalli,2,65.0,2,1160.0
4129,Margondanahalli,2,67.76,2,1334.0
4130,Marsur,4,145.0,4,1800.0
4131,Marsur,3,90.0,3,1200.0
4132,Marsur,3,120.0,3,1200.0
4133,Mico Layout,9,210.0,9,5000.0
4134,Mico Layout,2,65.0,3,1550.0
4135,Mico Layout,2,40.0,2,1125.0
4136,Mico Layout,2,39.25,2,1190.0
4137,Mico Layout,1,29.5,1,800.0
4138,Mico Layout,2,44.0,3,1250.0
4139,Mico Layout,2,39.0,2,1171.0
4140,Mico Layout,2,53.5,2,1200.0
4141,Mico Layout,3,59.0,3,1670.0
4142,Mico Layout,2,43.0,2,1140.0
4143,Munnekollal,2,52.0,2,1170.0
4144,Munnekollal,2,53.67,2,1102.0
4145,Munnekollal,3,68.0,3,1390.0
4146,Munnekollal,2,49.5,2,1200.0
4147,Munnekollal,2,46.5,2,950.0
4148,Munnekollal,3,75.0,3,1560.0
4149,Munnekollal,3,86.5,3,1750.0
4150,Munnekollal,2,66.5,3,1385.0
4151,Munnekollal,2,45.0,2,1080.0
4152,Munnekollal,2,59.0,2,1170.0
4153,Munnekollal,2,57.9,3,1200.0
4154,Munnekollal,2,50.36,2,1030.0
4155,Murugeshpalya,2,81.0,2,1296.0
4156,Murugeshpalya,3,74.0,3,1550.0
4157,Murugeshpalya,3,91.0,3,1845.0
4158,Murugeshpalya,2,85.0,2,1185.0
4159,Murugeshpalya,2,48.0,2,1225.0
4160,Murugeshpalya,3,75.0,3,1930.0
4161,Murugeshpalya,2,65.0,3,1600.0
4162,Murugeshpalya,2,56.0,3,1344.0
4163,Murugeshpalya,2,70.0,3,1500.0
4164,Murugeshpalya,3,96.0,3,1855.0
4165,Murugeshpalya,2,75.0,2,1175.0
4166,Mysore Road,2,73.5,2,1175.0
4167,Mysore Road,4,91.31,3,1710.0
4168,Mysore Road,2,48.95,2,1020.0
4169,Mysore Road,2,73.5,2,1175.0
4170,Mysore Road,2,45.0,2,1070.0
4171,Mysore Road,2,53.0,2,1239.0
4172,Mysore Road,2,62.0,2,1060.0
4173,Mysore Road,2,45.47,2,980.0
4174,Mysore Road,2,40.0,2,883.0
4175,Mysore Road,3,96.0,3,1525.0
4176,Mysore Road,2,65.0,2,1200.0
4177,Mysore Road,2,40.95,2,883.0
4178,Mysore Road,2,49.65,2,1070.0
4179,Mysore Road,2,50.0,2,883.0
4180,Mysore Road,2,51.0,2,1155.0
